#EN          DATA        DATA-ERR    
#EV          B           B           
7.2298e+02  6.4770e+00  5.0894e-02  
7.2513e+02  6.4494e+00  5.0776e-02  
7.2729e+02  6.4172e+00  5.0465e-02  
7.2946e+02  6.4556e+00  5.0545e-02  
7.3163e+02  6.3975e+00  5.0523e-02  
7.3382e+02  6.3498e+00  5.0320e-02  
7.3602e+02  6.3782e+00  5.0588e-02  
7.3823e+02  6.3811e+00  5.0312e-02  
7.4044e+02  6.4218e+00  5.0452e-02  
7.4267e+02  6.3660e+00  5.0005e-02  
7.4491e+02  6.4619e+00  5.0325e-02  
7.4716e+02  6.3278e+00  4.9889e-02  
7.4941e+02  6.2933e+00  4.9823e-02  
7.5168e+02  6.3919e+00  4.9947e-02  
7.5396e+02  6.3272e+00  4.9677e-02  
7.5625e+02  6.2937e+00  4.9602e-02  
7.5855e+02  6.3388e+00  4.9759e-02  
7.6086e+02  6.2655e+00  4.9629e-02  
7.6318e+02  6.2069e+00  4.9357e-02  
7.6551e+02  6.3283e+00  4.9463e-02  
7.6785e+02  6.2286e+00  4.9324e-02  
7.7020e+02  6.2687e+00  4.9328e-02  
7.7256e+02  6.2442e+00  4.9088e-02  
7.7494e+02  6.2537e+00  4.9254e-02  
7.7732e+02  6.2927e+00  4.9228e-02  
7.7972e+02  6.1832e+00  4.8759e-02  
7.8213e+02  6.2583e+00  4.9078e-02  
7.8454e+02  6.2236e+00  4.8739e-02  
7.8697e+02  6.2382e+00  4.8883e-02  
7.8941e+02  6.2643e+00  4.9208e-02  
7.9187e+02  6.1084e+00  4.8427e-02  
7.9433e+02  6.1332e+00  4.8671e-02  
7.9680e+02  6.1785e+00  4.8477e-02  
7.9929e+02  6.0902e+00  4.8419e-02  
8.0179e+02  6.1259e+00  4.8555e-02  
8.0317e+02  6.0932e+00  1.5190e-01  
8.0342e+02  6.1701e+00  1.5272e-01  
8.0367e+02  6.2051e+00  1.5303e-01  
8.0392e+02  6.0358e+00  1.5057e-01  
8.0417e+02  6.0339e+00  1.5194e-01  
8.0442e+02  6.0731e+00  1.5106e-01  
8.0468e+02  6.3049e+00  1.5433e-01  
8.0493e+02  6.2513e+00  1.5661e-01  
8.0518e+02  6.4426e+00  1.5514e-01  
8.0543e+02  6.8247e+00  1.6268e-01  
8.0568e+02  7.2670e+00  1.6995e-01  
8.0594e+02  7.7526e+00  1.7505e-01  
8.0619e+02  7.9478e+00  1.7731e-01  
8.0644e+02  8.4310e+00  1.8744e-01  
8.0669e+02  9.0745e+00  1.9595e-01  
8.0695e+02  9.0421e+00  1.9520e-01  
8.0720e+02  9.4061e+00  2.0291e-01  
8.0745e+02  8.9350e+00  1.9443e-01  
8.0771e+02  8.4926e+00  1.8704e-01  
8.0796e+02  8.0209e+00  1.8049e-01  
8.0821e+02  7.7854e+00  1.7606e-01  
8.0847e+02  7.0148e+00  1.6553e-01  
8.0872e+02  6.7986e+00  1.6204e-01  
8.0897e+02  6.8976e+00  1.6123e-01  
8.0923e+02  6.4085e+00  1.5638e-01  
8.0948e+02  6.1476e+00  1.5314e-01  
8.0974e+02  6.1985e+00  1.5234e-01  
8.1114e+02  6.2389e+00  4.8593e-02  
8.1369e+02  6.1730e+00  4.8551e-02  
8.1626e+02  6.1530e+00  4.8329e-02  
8.1883e+02  6.0948e+00  4.8101e-02  
8.2142e+02  6.0668e+00  4.7992e-02  
8.2403e+02  6.1095e+00  4.8068e-02  
8.2664e+02  6.0683e+00  4.7910e-02  
8.2927e+02  6.0846e+00  4.7918e-02  
8.3191e+02  6.0964e+00  4.7664e-02  
8.3456e+02  6.0548e+00  4.7918e-02  
8.3723e+02  6.0604e+00  4.7805e-02  
8.3991e+02  6.0450e+00  4.7643e-02  
8.4260e+02  6.0163e+00  4.7463e-02  
8.4530e+02  6.0849e+00  4.7546e-02  
8.4802e+02  6.0362e+00  4.7410e-02  
8.5075e+02  5.9705e+00  4.7127e-02  
8.5349e+02  5.9446e+00  4.7148e-02  
8.5625e+02  6.0760e+00  4.7445e-02  
8.5902e+02  5.9507e+00  4.6930e-02  
8.6180e+02  5.9697e+00  4.7070e-02  
8.6460e+02  5.9260e+00  4.6736e-02  
8.6741e+02  5.9733e+00  4.6985e-02  
8.7024e+02  5.9466e+00  4.6666e-02  
8.7308e+02  5.9568e+00  4.7151e-02  
8.7593e+02  5.9571e+00  4.6760e-02  
8.7879e+02  5.8731e+00  4.6694e-02  
8.8167e+02  5.8912e+00  4.6914e-02  
8.8457e+02  5.8195e+00  4.6373e-02  
8.8748e+02  5.9292e+00  4.6611e-02  
8.9040e+02  5.9582e+00  4.6821e-02  
8.9334e+02  6.0680e+00  4.6630e-02  
8.9629e+02  5.9179e+00  4.6481e-02  
8.9926e+02  5.8744e+00  4.6138e-02  
9.0224e+02  5.8459e+00  4.6168e-02  
9.0524e+02  5.8835e+00  4.6192e-02  
9.0825e+02  5.8864e+00  4.6316e-02  
9.1127e+02  5.9131e+00  4.6107e-02  
9.1432e+02  5.7753e+00  4.6019e-02  
9.1737e+02  5.7840e+00  4.5796e-02  
9.2045e+02  5.9132e+00  4.6212e-02  
9.2353e+02  5.8657e+00  4.5616e-02  
9.2664e+02  5.8064e+00  4.5817e-02  
9.2976e+02  5.7635e+00  4.5665e-02  
9.3289e+02  5.7927e+00  4.5651e-02  
9.3604e+02  5.8176e+00  4.5620e-02  
9.3921e+02  5.8416e+00  4.5422e-02  
9.4239e+02  5.8194e+00  4.5779e-02  
9.4559e+02  5.8000e+00  4.5618e-02  
9.4881e+02  5.8303e+00  4.5677e-02  
9.5204e+02  5.7029e+00  4.5238e-02  
9.5529e+02  5.6780e+00  4.5105e-02  
9.5855e+02  5.7618e+00  4.5273e-02  
9.6183e+02  5.7760e+00  4.5394e-02  
9.6513e+02  5.7652e+00  4.5373e-02  
9.6845e+02  5.7450e+00  4.5063e-02  
9.7178e+02  5.7240e+00  4.5004e-02  
9.7513e+02  5.6664e+00  4.4973e-02  
9.7850e+02  5.6667e+00  4.4733e-02  
9.8188e+02  5.7036e+00  4.4800e-02  
9.8528e+02  5.6004e+00  4.4607e-02  
9.8870e+02  5.7479e+00  4.4889e-02  
9.9059e+02  5.6451e+00  1.4030e-01  
9.9093e+02  5.8398e+00  1.4266e-01  
9.9128e+02  5.8402e+00  1.4201e-01  
9.9162e+02  5.8151e+00  1.4385e-01  
9.9197e+02  6.1657e+00  1.4742e-01  
9.9231e+02  6.3432e+00  1.4831e-01  
9.9266e+02  6.9177e+00  1.5550e-01  
9.9300e+02  7.7582e+00  1.6674e-01  
9.9335e+02  8.5543e+00  1.8126e-01  
9.9369e+02  1.0501e+01  2.1448e-01  
9.9404e+02  1.1880e+01  2.4641e-01  
9.9438e+02  1.3316e+01  2.8223e-01  
9.9473e+02  1.2993e+01  2.7570e-01  
9.9508e+02  1.2425e+01  2.5393e-01  
9.9542e+02  1.0715e+01  2.2167e-01  
9.9577e+02  9.8592e+00  1.9787e-01  
9.9612e+02  8.2167e+00  1.7598e-01  
9.9646e+02  7.1526e+00  1.5911e-01  
9.9681e+02  6.8665e+00  1.5664e-01  
9.9716e+02  5.9310e+00  1.4424e-01  
9.9750e+02  6.0007e+00  1.4367e-01  
9.9785e+02  5.7866e+00  1.4298e-01  
9.9837e+02  5.7730e+00  1.0107e-01  
9.9907e+02  5.5665e+00  9.9802e-02  
9.9977e+02  5.7701e+00  9.9774e-02  
1.0005e+03  5.5375e+00  9.9754e-02  
1.0026e+03  5.7088e+00  4.4623e-02  
1.0061e+03  5.6558e+00  4.4480e-02  
1.0096e+03  5.7136e+00  4.4659e-02  
1.0131e+03  5.6853e+00  4.4472e-02  
1.0167e+03  5.7178e+00  4.4609e-02  
1.0203e+03  5.5420e+00  4.4326e-02  
1.0239e+03  5.6374e+00  4.4247e-02  
1.0275e+03  5.5350e+00  4.3757e-02  
1.0312e+03  5.6337e+00  4.4283e-02  
1.0348e+03  5.5665e+00  4.3997e-02  
1.0385e+03  5.5323e+00  4.3886e-02  
1.0422e+03  5.5349e+00  4.3735e-02  
1.0459e+03  5.4634e+00  4.3739e-02  
1.0497e+03  5.5849e+00  4.3898e-02  
1.0534e+03  5.5689e+00  4.3673e-02  
1.0572e+03  5.5798e+00  4.3773e-02  
1.0610e+03  5.5126e+00  4.3621e-02  
1.0648e+03  5.4549e+00  4.3560e-02  
1.0687e+03  5.5473e+00  4.3629e-02  
1.0726e+03  5.4954e+00  4.3837e-02  
1.0764e+03  5.5041e+00  4.3687e-02  
1.0803e+03  5.4933e+00  4.3572e-02  
1.0843e+03  5.4718e+00  4.3571e-02  
1.0882e+03  5.5037e+00  4.3570e-02  
1.0922e+03  5.4302e+00  4.3737e-02  
1.0962e+03  5.4718e+00  4.4151e-02  
1.1002e+03  5.3576e+00  4.3899e-02  
1.1042e+03  5.3869e+00  4.3571e-02  
1.1083e+03  5.3972e+00  4.3290e-02  
1.1124e+03  5.4872e+00  4.3209e-02  
1.1165e+03  5.3973e+00  4.2770e-02  
1.1206e+03  5.4530e+00  4.2744e-02  
1.1247e+03  5.3996e+00  4.2504e-02  
1.1289e+03  5.3680e+00  4.2525e-02  
1.1331e+03  5.3679e+00  4.2486e-02  
1.1373e+03  5.2779e+00  4.2100e-02  
1.1416e+03  5.4259e+00  4.2477e-02  
1.1458e+03  5.3688e+00  4.2331e-02  
1.1501e+03  5.2473e+00  4.2019e-02  
1.1544e+03  5.3296e+00  4.2027e-02  
1.1588e+03  5.3348e+00  4.2288e-02  
1.1631e+03  5.2852e+00  4.1988e-02  
1.1675e+03  5.3346e+00  4.2203e-02  
1.1719e+03  5.3500e+00  4.1998e-02  
1.1764e+03  5.2806e+00  4.1957e-02  
1.1808e+03  5.2883e+00  4.1709e-02  
1.1853e+03  5.2770e+00  4.1652e-02  
1.1899e+03  5.2770e+00  4.1729e-02  
1.1944e+03  5.2772e+00  4.1675e-02  
1.1990e+03  5.2602e+00  4.1388e-02  
1.2035e+03  5.2971e+00  4.1504e-02  
1.2082e+03  5.1391e+00  4.1022e-02  
1.2128e+03  5.2904e+00  4.1130e-02  
1.2175e+03  5.2030e+00  4.1048e-02  
1.2222e+03  5.2019e+00  4.0956e-02  
1.2269e+03  5.1790e+00  4.0853e-02  
1.2317e+03  5.1291e+00  4.0742e-02  
1.2364e+03  5.1681e+00  4.0864e-02  
1.2413e+03  5.1378e+00  4.0468e-02  
1.2461e+03  5.1911e+00  4.0383e-02  
1.2510e+03  5.1897e+00  4.0326e-02  
1.2559e+03  5.1195e+00  3.9999e-02  
1.2608e+03  5.1117e+00  3.9970e-02  
1.2657e+03  5.1068e+00  3.9616e-02  
1.2707e+03  5.1007e+00  3.9579e-02  
1.2757e+03  5.0241e+00  3.9406e-02  
1.2808e+03  5.0826e+00  3.9373e-02  
1.2858e+03  5.1001e+00  3.9473e-02  
1.2909e+03  5.0681e+00  3.9444e-02  
1.2961e+03  5.0492e+00  3.9352e-02  
1.3012e+03  5.0911e+00  3.9719e-02  
1.3064e+03  5.1099e+00  3.9434e-02  
1.3116e+03  5.0613e+00  3.9548e-02  
1.3169e+03  5.0006e+00  3.9559e-02  
1.3222e+03  4.9585e+00  3.9551e-02  
1.3275e+03  4.9927e+00  3.9705e-02  
1.3329e+03  4.9182e+00  3.9481e-02  
1.3382e+03  5.0213e+00  3.9598e-02  
1.3437e+03  4.9247e+00  3.9511e-02  
1.3491e+03  4.9783e+00  3.9607e-02  
1.3546e+03  4.9161e+00  3.9370e-02  
1.3576e+03  4.9255e+00  1.2428e-01  
1.3582e+03  5.0545e+00  1.2423e-01  
1.3587e+03  4.9403e+00  1.2517e-01  
1.3593e+03  4.8197e+00  1.2632e-01  
1.3598e+03  4.9456e+00  1.2471e-01  
1.3604e+03  5.0160e+00  1.2529e-01  
1.3609e+03  5.2612e+00  1.2764e-01  
1.3615e+03  5.2924e+00  1.2701e-01  
1.3620e+03  5.4780e+00  1.3036e-01  
1.3626e+03  5.9829e+00  1.3534e-01  
1.3631e+03  7.0757e+00  1.4639e-01  
1.3637e+03  7.4378e+00  1.5249e-01  
1.3643e+03  7.8645e+00  1.5793e-01  
1.3648e+03  7.6655e+00  1.5644e-01  
1.3654e+03  6.9313e+00  1.4717e-01  
1.3659e+03  6.0460e+00  1.3488e-01  
1.3665e+03  5.4298e+00  1.2692e-01  
1.3670e+03  4.7846e+00  1.2610e-01  
1.3682e+03  5.0402e+00  7.2246e-02  
1.3698e+03  4.9162e+00  7.1789e-02  
1.3715e+03  4.9564e+00  7.1982e-02  
1.3752e+03  4.8366e+00  3.9326e-02  
1.3808e+03  4.8624e+00  3.9246e-02  
1.3865e+03  4.8082e+00  3.9078e-02  
1.3922e+03  4.7792e+00  3.9035e-02  
1.3979e+03  4.7887e+00  3.9044e-02  
1.4037e+03  4.7937e+00  3.8910e-02  
1.4095e+03  4.7922e+00  3.8958e-02  
1.4154e+03  4.7993e+00  3.8692e-02  
1.4213e+03  4.7354e+00  3.8671e-02  
1.4272e+03  4.7834e+00  3.8869e-02  
1.4332e+03  4.7466e+00  3.8886e-02  
1.4392e+03  4.7143e+00  3.8689e-02  
1.4452e+03  4.6781e+00  3.8591e-02  
1.4513e+03  4.7949e+00  3.8696e-02  
1.4574e+03  4.7045e+00  3.8601e-02  
1.4636e+03  4.6271e+00  3.8435e-02  
1.4698e+03  4.6481e+00  3.8357e-02  
1.4760e+03  4.6975e+00  3.8317e-02  
1.4823e+03  4.6319e+00  3.8311e-02  
1.4886e+03  4.5952e+00  3.8053e-02  
1.4950e+03  4.5959e+00  3.8086e-02  
1.5013e+03  4.5768e+00  3.7893e-02  
1.5078e+03  4.5467e+00  3.7873e-02  
1.5143e+03  4.5713e+00  3.8041e-02  
1.5208e+03  4.4952e+00  3.7670e-02  
1.5273e+03  4.5338e+00  3.7865e-02  
1.5340e+03  4.5074e+00  3.7545e-02  
1.5406e+03  4.4965e+00  3.7558e-02  
1.5473e+03  4.4946e+00  3.7499e-02  
1.5540e+03  4.4528e+00  3.7350e-02  
1.5608e+03  4.4560e+00  3.7338e-02  
1.5676e+03  4.4113e+00  3.7211e-02  
1.5745e+03  4.4588e+00  3.7246e-02  
1.5814e+03  4.3282e+00  3.7111e-02  
1.5884e+03  4.3694e+00  3.7013e-02  
1.5954e+03  4.3315e+00  3.6961e-02  
1.6024e+03  4.3448e+00  3.6959e-02  
1.6095e+03  4.3357e+00  3.6979e-02  
1.6167e+03  4.3139e+00  3.6761e-02  
1.6239e+03  4.2908e+00  3.6635e-02  
1.6311e+03  4.3010e+00  3.6720e-02  
1.6384e+03  4.3022e+00  3.6615e-02  
1.6457e+03  4.2710e+00  3.6466e-02  
1.6531e+03  4.1975e+00  3.6434e-02  
1.6606e+03  4.1577e+00  3.6179e-02  
1.6680e+03  4.1576e+00  3.6166e-02  
1.6756e+03  4.1602e+00  3.6355e-02  
1.6832e+03  4.2120e+00  3.8966e-02  
1.6908e+03  4.2122e+00  3.8514e-02  
1.6985e+03  4.0694e+00  3.6403e-02  
1.7063e+03  4.1331e+00  3.6142e-02  
1.7141e+03  4.0828e+00  3.6060e-02  
1.7219e+03  4.1257e+00  3.5909e-02  
1.7298e+03  4.0263e+00  3.5782e-02  
1.7378e+03  4.0477e+00  3.5842e-02  
1.7458e+03  4.1110e+00  3.5923e-02  
1.7539e+03  4.0566e+00  3.5774e-02  
1.7620e+03  4.0883e+00  3.5711e-02  
1.7702e+03  4.0854e+00  3.5662e-02  
1.7784e+03  4.0489e+00  3.5664e-02  
1.7867e+03  4.0679e+00  3.5786e-02  
1.7951e+03  4.0580e+00  3.5536e-02  
1.8035e+03  4.1801e+00  3.5862e-02  
1.8120e+03  4.1347e+00  3.5764e-02  
1.8205e+03  4.2424e+00  3.5909e-02  
1.8291e+03  4.3474e+00  3.6149e-02  
1.8378e+03  4.4086e+00  3.6336e-02  
1.8465e+03  4.4567e+00  3.6374e-02  
1.8553e+03  4.6618e+00  3.6785e-02  
1.8641e+03  4.7758e+00  3.7205e-02  
1.8730e+03  4.9915e+00  3.7739e-02  
1.8820e+03  5.2640e+00  3.8339e-02  
1.8911e+03  5.5635e+00  3.9292e-02  
1.8983e+03  5.8864e+00  5.1942e-02  
1.9038e+03  6.0533e+00  5.3019e-02  
1.9093e+03  6.3374e+00  5.4133e-02  
1.9149e+03  6.7658e+00  5.5752e-02  
1.9204e+03  7.1413e+00  5.7840e-02  
1.9260e+03  7.6251e+00  6.0366e-02  
1.9316e+03  8.3245e+00  6.3992e-02  
1.9372e+03  9.0751e+00  6.7906e-02  
1.9429e+03  9.8977e+00  7.3382e-02  
1.9486e+03  1.1104e+01  8.2689e-02  
1.9543e+03  1.2206e+01  9.1201e-02  
1.9600e+03  1.3850e+01  1.0734e-01  
1.9658e+03  1.5766e+01  1.3163e-01  
1.9715e+03  1.8472e+01  1.7395e-01  
1.9774e+03  2.1272e+01  2.3248e-01  
1.9832e+03  2.5109e+01  3.4992e-01  
1.9910e+03  3.0030e+01  4.6634e-01  
2.0033e+03  3.5988e+01  8.7293e-01  
2.0182e+03  3.4360e+01  7.1322e-01  
2.0333e+03  3.5268e+01  8.5030e-01  
2.0486e+03  4.3568e+01  4.2695e+00  
2.0613e+03  3.2255e+01  7.3337e-01  
2.0681e+03  3.0707e+01  7.7289e-01  
2.0733e+03  3.3599e+01  1.1728e+00  
2.0785e+03  3.6868e+01  2.2266e+00  
2.0838e+03  3.1383e+01  8.8168e-01  
2.0890e+03  3.9075e+01  3.1251e+00  
2.0943e+03  3.5197e+01  1.6019e+00  
2.0996e+03  3.1418e+01  8.2252e-01  
2.1049e+03  3.2104e+01  9.8815e-01  
2.1103e+03  3.3388e+01  1.0381e+00  
2.1156e+03  3.4070e+01  1.3623e+00  
2.1210e+03  2.9673e+01  6.4640e-01  
2.1264e+03  3.5712e+01  1.5548e+00  
2.1318e+03  2.9174e+01  6.3343e-01  
2.1372e+03  2.7713e+01  5.2315e-01  
2.1427e+03  2.6626e+01  4.4863e-01  
2.1482e+03  2.5365e+01  3.9196e-01  
2.1537e+03  2.3617e+01  3.2476e-01  
2.1592e+03  2.1563e+01  2.6201e-01  
2.1647e+03  2.0732e+01  2.3801e-01  
2.1703e+03  1.9868e+01  2.1596e-01  
2.1759e+03  1.8984e+01  1.9656e-01  
2.1815e+03  1.7714e+01  1.7305e-01  
2.1871e+03  1.7308e+01  1.6577e-01  
2.1928e+03  1.6117e+01  1.4707e-01  
2.1985e+03  1.5935e+01  1.4315e-01  
2.2042e+03  1.5352e+01  1.3535e-01  
2.2073e+03  1.4607e+01  4.0137e-01  
2.2079e+03  1.4727e+01  4.0002e-01  
2.2084e+03  1.4341e+01  3.8786e-01  
2.2090e+03  1.4186e+01  3.7994e-01  
2.2096e+03  1.3776e+01  3.6186e-01  
2.2102e+03  1.4459e+01  3.9854e-01  
2.2107e+03  1.4579e+01  3.9493e-01  
2.2113e+03  1.5158e+01  4.2037e-01  
2.2119e+03  1.5482e+01  4.2868e-01  
2.2125e+03  1.4406e+01  3.8793e-01  
2.2130e+03  1.5202e+01  4.1658e-01  
2.2136e+03  1.5106e+01  4.2302e-01  
2.2142e+03  1.5432e+01  4.2701e-01  
2.2148e+03  1.6044e+01  4.5843e-01  
2.2153e+03  1.6549e+01  4.8055e-01  
2.2159e+03  1.7309e+01  5.1883e-01  
2.2165e+03  1.7784e+01  5.6253e-01  
2.2171e+03  1.7124e+01  5.1183e-01  
2.2176e+03  1.5158e+01  4.2074e-01  
2.2182e+03  1.5300e+01  4.3412e-01  
2.2188e+03  1.4881e+01  4.0975e-01  
2.2194e+03  1.4318e+01  3.8452e-01  
2.2199e+03  1.3898e+01  3.7395e-01  
2.2205e+03  1.2987e+01  3.4591e-01  
2.2211e+03  1.3523e+01  3.5582e-01  
2.2243e+03  1.3402e+01  1.1181e-01  
2.2301e+03  1.3068e+01  1.0740e-01  
2.2359e+03  1.2719e+01  1.0350e-01  
2.2417e+03  1.2205e+01  9.9111e-02  
2.2476e+03  1.1941e+01  9.6985e-02  
2.2535e+03  1.1486e+01  9.2129e-02  
2.2594e+03  1.1279e+01  9.0320e-02  
2.2653e+03  1.0959e+01  8.7391e-02  
2.2713e+03  1.0660e+01  8.4873e-02  
2.2773e+03  1.0559e+01  8.4185e-02  
2.2833e+03  1.0414e+01  8.2520e-02  
2.2893e+03  9.9820e+00  7.9343e-02  
2.2954e+03  9.7334e+00  7.7717e-02  
2.3014e+03  9.5634e+00  7.6470e-02  
2.3075e+03  9.3755e+00  7.5336e-02  
2.3137e+03  9.1105e+00  7.3691e-02  
2.3170e+03  9.1141e+00  2.2969e-01  
2.3176e+03  8.8489e+00  2.2659e-01  
2.3183e+03  8.9902e+00  2.2762e-01  
2.3189e+03  8.8881e+00  2.2516e-01  
2.3195e+03  8.5863e+00  2.2041e-01  
2.3201e+03  9.3303e+00  2.3655e-01  
2.3207e+03  9.0550e+00  2.2928e-01  
2.3213e+03  9.2544e+00  2.3577e-01  
2.3220e+03  8.9212e+00  2.3077e-01  
2.3226e+03  9.3793e+00  2.3928e-01  
2.3232e+03  9.9121e+00  2.4926e-01  
2.3238e+03  1.0114e+01  2.5365e-01  
2.3244e+03  1.0785e+01  2.6903e-01  
2.3251e+03  9.9012e+00  2.5356e-01  
2.3257e+03  1.0674e+01  2.6617e-01  
2.3263e+03  1.0214e+01  2.5311e-01  
2.3269e+03  1.0221e+01  2.5426e-01  
2.3275e+03  8.9883e+00  2.2790e-01  
2.3281e+03  8.9660e+00  2.3173e-01  
2.3288e+03  8.8754e+00  2.2537e-01  
2.3294e+03  8.5428e+00  2.1999e-01  
2.3300e+03  8.8085e+00  2.2741e-01  
2.3306e+03  8.8134e+00  2.2405e-01  
2.3312e+03  8.5460e+00  2.2012e-01  
2.3319e+03  8.7721e+00  2.2512e-01  
2.3353e+03  8.5623e+00  6.9677e-02  
2.3415e+03  8.3763e+00  6.8837e-02  
2.3478e+03  8.3239e+00  6.8073e-02  
2.3541e+03  7.9894e+00  6.6070e-02  
2.3604e+03  7.8504e+00  6.5499e-02  
2.3667e+03  7.7792e+00  6.5109e-02  
2.3731e+03  7.5524e+00  6.3953e-02  
2.3795e+03  7.6138e+00  6.3959e-02  
2.3859e+03  7.3882e+00  6.2884e-02  
2.3923e+03  7.2087e+00  6.2116e-02  
2.3988e+03  7.0917e+00  6.1214e-02  
2.4053e+03  6.9617e+00  6.0416e-02  
2.4118e+03  6.8061e+00  5.9584e-02  
2.4183e+03  6.7499e+00  5.9383e-02  
2.4249e+03  6.6407e+00  5.8567e-02  
2.4315e+03  6.5260e+00  5.8375e-02  
2.4381e+03  6.4752e+00  5.7732e-02  
2.4448e+03  6.2810e+00  5.6755e-02  
2.4501e+03  6.2492e+00  7.3577e-02  
2.4542e+03  6.1403e+00  7.3270e-02  
2.4582e+03  6.1240e+00  7.2950e-02  
2.4622e+03  6.3489e+00  7.3936e-02  
2.4663e+03  6.2627e+00  7.3205e-02  
2.4703e+03  6.3462e+00  7.4608e-02  
2.4744e+03  6.4050e+00  7.6626e-02  
2.4785e+03  6.5839e+00  8.3804e-02  
2.4826e+03  7.0253e+00  8.4990e-02  
2.4867e+03  7.1717e+00  8.2154e-02  
2.4908e+03  7.6204e+00  8.3377e-02  
2.4949e+03  8.5744e+00  9.0268e-02  
2.4990e+03  9.8838e+00  1.0114e-01  
2.5032e+03  1.1466e+01  1.1601e-01  
2.5073e+03  1.4524e+01  1.5858e-01  
2.5115e+03  1.8449e+01  2.3778e-01  
2.5156e+03  2.5153e+01  4.9116e-01  
2.5230e+03  3.2974e+01  8.7940e-01  
2.5335e+03  3.4356e+01  1.0760e+00  
2.5441e+03  3.6254e+01  1.4598e+00  
2.5547e+03  3.7605e+01  2.1735e+00  
2.5622e+03  2.6855e+01  5.7999e-01  
2.5665e+03  2.3864e+01  4.1875e-01  
2.5708e+03  2.1233e+01  3.1792e-01  
2.5751e+03  1.9154e+01  2.5295e-01  
2.5794e+03  1.7105e+01  2.0604e-01  
2.5838e+03  1.5847e+01  1.7854e-01  
2.5881e+03  1.4800e+01  1.6171e-01  
2.5925e+03  1.3834e+01  1.4549e-01  
2.5969e+03  1.3080e+01  1.3529e-01  
2.6013e+03  1.2233e+01  1.2439e-01  
2.6056e+03  1.1372e+01  1.1479e-01  
2.6101e+03  1.1031e+01  1.1068e-01  
2.6134e+03  1.0777e+01  1.5459e-01  
2.6156e+03  1.0640e+01  1.5045e-01  
2.6178e+03  1.0298e+01  1.4670e-01  
2.6200e+03  1.0180e+01  1.4484e-01  
2.6222e+03  1.0430e+01  1.4783e-01  
2.6245e+03  1.0252e+01  1.4654e-01  
2.6267e+03  1.0420e+01  1.4695e-01  
2.6289e+03  1.1073e+01  1.5712e-01  
2.6311e+03  1.1657e+01  1.6519e-01  
2.6334e+03  1.2712e+01  1.8484e-01  
2.6356e+03  1.4837e+01  2.2910e-01  
2.6379e+03  1.8977e+01  3.4987e-01  
2.6401e+03  2.5119e+01  6.8655e-01  
2.6435e+03  3.9035e+01  4.4058e+00  
2.6480e+03  3.1593e+01  1.0485e+00  
2.6525e+03  3.1061e+01  9.2529e-01  
2.6570e+03  3.1355e+01  1.0178e+00  
2.6615e+03  2.9171e+01  7.4777e-01  
2.6661e+03  2.0698e+01  2.9270e-01  
2.6707e+03  1.7580e+01  2.1472e-01  
2.6752e+03  1.5677e+01  1.7490e-01  
2.6798e+03  1.4363e+01  1.5302e-01  
2.6844e+03  1.3527e+01  1.4062e-01  
2.6890e+03  1.2772e+01  1.3042e-01  
2.6936e+03  1.2103e+01  1.2261e-01  
2.6998e+03  1.1725e+01  9.0938e-02  
2.7076e+03  1.1110e+01  8.5404e-02  
2.7154e+03  1.0419e+01  8.0252e-02  
2.7232e+03  1.0366e+01  7.9930e-02  
2.7310e+03  9.8479e+00  7.5949e-02  
2.7389e+03  9.5231e+00  7.3670e-02  
2.7468e+03  1.2235e+01  1.3420e-01  
2.7548e+03  1.6940e+01  3.7795e-01  
2.7628e+03  -1.2525e+02 2.0625e-14  
2.7708e+03  -4.8135e+01 3.4078e-07  
2.7789e+03  -5.4586e+01 8.3506e-08  
2.7870e+03  -4.8063e+01 3.4403e-07  
2.7951e+03  8.9510e-01  1.3019e-02  
2.8033e+03  8.1889e+00  6.4752e-02  
2.8115e+03  8.2105e+00  6.4697e-02  
2.8197e+03  8.1187e+00  6.4834e-02  
2.8280e+03  8.1159e+00  6.4312e-02  
2.8363e+03  7.9375e+00  6.3451e-02  
2.8446e+03  7.8260e+00  6.2612e-02  
2.8493e+03  7.7115e+00  1.9479e-01  
2.8501e+03  7.6078e+00  1.9556e-01  
2.8509e+03  7.4362e+00  1.8918e-01  
2.8518e+03  7.8384e+00  2.0026e-01  
2.8526e+03  8.0895e+00  1.9959e-01  
2.8535e+03  8.0142e+00  2.0519e-01  
2.8543e+03  8.1780e+00  2.0296e-01  
2.8551e+03  8.1918e+00  2.0560e-01  
2.8560e+03  8.7331e+00  2.1782e-01  
2.8568e+03  9.5060e+00  2.2924e-01  
2.8577e+03  1.0455e+01  2.4974e-01  
2.8585e+03  1.0315e+01  2.4957e-01  
2.8593e+03  9.7602e+00  2.3522e-01  
2.8602e+03  9.2916e+00  2.2692e-01  
2.8610e+03  8.6492e+00  2.1070e-01  
2.8619e+03  7.8081e+00  1.9816e-01  
2.8627e+03  7.8089e+00  1.9677e-01  
2.8636e+03  7.7289e+00  1.9768e-01  
2.8644e+03  7.7361e+00  1.9439e-01  
2.8653e+03  7.6564e+00  1.9542e-01  
2.8699e+03  7.6686e+00  6.1656e-02  
2.8784e+03  7.4925e+00  6.1163e-02  
2.8870e+03  7.4435e+00  6.0410e-02  
2.8955e+03  7.2861e+00  5.9953e-02  
2.9041e+03  7.2506e+00  5.9618e-02  
